Country,Country Code,Region,Year,Mortality_Rate,yhat_lower,yhat_upper,Model_Source,Model_Path
Italy,ITA,Europe and Central Asia,2028,31.079640841696325,18.95950754837587,42.47179907618393,country,saved/country_Italy.pkl
Jamaica,JAM,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Japan,JPN,East Asia and Pacific,2028,-0.5564161194971905,-4.280837132872344,2.948851976653417,country,saved/country_Japan.pkl
Jordan,JOR,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Kazakhstan,KAZ,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Kenya,KEN,Sub-Saharan Africa,2028,0.37363432484154663,0.07528545484216348,0.6732435749931018,country,saved/country_Kenya.pkl
Kiribati,KIR,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Kuwait,KWT,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Kyrgyzstan,KGZ,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Lao People's Democratic Republic,LAO,East Asia and Pacific,2028,-0.4514749716525525,-3.787910767357029,2.5390616377406623,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Latvia,LVA,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Lebanon,LBN,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Lesotho,LSO,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Liberia,LBR,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Libya,LBY,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Liechtenstein,LIE,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Lithuania,LTU,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Luxembourg,LUX,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Madagascar,MDG,Sub-Saharan Africa,2028,-0.06743942438940148,-0.9971320831116908,0.9455473336533703,country,saved/country_Madagascar.pkl
Malawi,MWI,Sub-Saharan Africa,2028,0.4201596831506518,-0.3641630139753812,1.213319702130238,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malaysia,MYS,East Asia and Pacific,2028,-0.4514749716525525,-3.5620625072138745,2.8814790816588682,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Maldives,MDV,South Asia,2028,,,,no_model_insufficient_data,
Mali,MLI,Sub-Saharan Africa,2028,0.4201596831506518,-0.31288804122315267,1.1801120171772759,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malta,MLT,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Marshall Islands,MHL,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Mauritania,MRT,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Mauritius,MUS,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Mexico,MEX,Latin America and Caribbean,2028,0.08937062639504315,-0.022012032377906787,0.1975023845396731,country,saved/country_Mexico.pkl
Micronesia (Federated States of),FSM,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Mongolia,MNG,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Montenegro,MNE,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Morocco,MAR,Middle East and North Africa,2028,4.427048121443373,-1.2316784073078983,10.05675378132292,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Mozambique,MOZ,Sub-Saharan Africa,2028,0.4777415682702621,-0.5681813559566372,1.566472307865726,country,saved/country_Mozambique.pkl
Myanmar,MMR,East Asia and Pacific,2028,-0.4514749716525525,-3.5945237733585254,2.7393184479741626,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Namibia,NAM,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Nepal,NPL,South Asia,2028,3.117981794519354,-4.42032259375451,11.529737014577915,country,saved/country_Nepal.pkl
Netherlands (Kingdom of the),NLD,Europe and Central Asia,2028,,,,no_model_insufficient_data,
New Caledonia,NCL,East Asia and Pacific,2028,,,,no_model_insufficient_data,
New Zealand,NZL,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Nicaragua,NIC,Latin America and Caribbean,2028,-1.8722144014569928,-11.006258012094806,8.249805534459762,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Niger,NER,Sub-Saharan Africa,2028,0.5929851132640671,-0.23455338410913798,1.4927719874823335,country,saved/country_Niger.pkl
Nigeria,NGA,Sub-Saharan Africa,2028,0.49122094270664046,0.021918358306690672,0.9762257691310617,country,saved/country_Nigeria.pkl
North Macedonia,MKD,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Northern Mariana Islands,MNP,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Norway,NOR,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Oman,OMN,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Pakistan,PAK,South Asia,2028,-1.5940695333443198,-10.925972161311003,9.110818457281644,country,saved/country_Pakistan.pkl
Palau,PLW,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Panama,PAN,Latin America and Caribbean,2028,-1.8722144014569928,-11.381971030214507,8.119181352419075,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Papua New Guinea,PNG,East Asia and Pacific,2028,-0.4514749716525525,-3.7923877400465966,2.982701943663,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Paraguay,PRY,Latin America and Caribbean,2028,-1.8722144014569928,-11.444147825867782,7.681755369426609,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Peru,PER,Latin America and Caribbean,2028,0.09069518086008237,-0.7362637123355091,0.8800547429838663,country,saved/country_Peru.pkl
Philippines,PHL,East Asia and Pacific,2028,-0.4805846296695417,-2.2984311235514303,1.2194715968086949,country,saved/country_Philippines.pkl
Poland,POL,Europe and Central Asia,2028,5.674116473443386,4.9745179883906,6.381706005715658,country,saved/country_Poland.pkl
Portugal,PRT,Europe and Central Asia,2028,3.6739515201832407,-0.7278548162279646,7.703279092334676,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Puerto Rico,PRI,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Qatar,QAT,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Republic of Korea,KOR,East Asia and Pacific,2028,-0.4514749716525525,-3.591685200419494,2.5653514102100594,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Republic of Moldova,MDA,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Romania,ROU,Europe and Central Asia,2028,36.37438593776951,33.15752330765384,39.507945478974875,country,saved/country_Romania.pkl
Russian Federation,RUS,Europe and Central Asia,2028,3.6739515201832407,-0.44355743848884194,7.7140329810158415,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Rwanda,RWA,Sub-Saharan Africa,2028,0.4201596831506518,-0.3463647099778299,1.239343302975985,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Saint Kitts and Nevis,KNA,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Saint Lucia,LCA,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Saint Martin (French Part),MAF,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Saint Vincent and the Grenadines,VCT,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Samoa,WSM,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Sao Tome and Principe,STP,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Saudi Arabia,SAU,Middle East and North Africa,2028,4.427048121443373,-0.9204808441517972,10.501905825812488,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Senegal,SEN,Sub-Saharan Africa,2028,0.4201596831506518,-0.33947801103350717,1.1844091022258814,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Serbia,SRB,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Seychelles,SYC,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Sierra Leone,SLE,Sub-Saharan Africa,2028,0.4201596831506518,-0.3384992224928685,1.1841494512035644,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Singapore,SGP,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Sint Maarten (Dutch part),SXM,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Slovakia,SVK,Europe and Central Asia,2028,3.6739515201832407,-0.8828628085481743,8.08224085665453,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Slovenia,SVN,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Solomon Islands,SLB,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Somalia,SOM,Sub-Saharan Africa,2028,0.4201596831506518,-0.38471491849441214,1.1724307356058465,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
South Africa,ZAF,Sub-Saharan Africa,2028,0.31500198591389184,0.07233013801804913,0.5520895848312674,country,saved/country_South_Africa.pkl
South Sudan,SSD,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Spain,ESP,Europe and Central Asia,2028,3.6739515201832407,-0.4245932617490225,7.739146856159413,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Sri Lanka,LKA,South Asia,2028,-9.770109497459446,-52.63279136533497,30.030960229051608,country,saved/country_Sri_Lanka.pkl
State of Palestine,PSE,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Sudan,SDN,Middle East and North Africa,2028,0.6592177108486882,-0.6151000070872326,1.8824614723090598,country,saved/country_Sudan.pkl
Suriname,SUR,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Sweden,SWE,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Switzerland,CHE,Europe and Central Asia,2028,3.6739515201832407,-0.29613237609810633,7.879659193793778,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Syrian Arab Republic,SYR,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Tajikistan,TJK,Europe and Central Asia,2028,3.6739515201832407,-0.5865177190558227,7.508115779039736,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Thailand,THA,East Asia and Pacific,2028,-0.7070851114829135,-3.745930151048233,2.3664952277015607,country,saved/country_Thailand.pkl
Timor-Leste,TLS,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Togo,TGO,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Tonga,TON,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Trinidad and Tobago,TTO,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Tunisia,TUN,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Turkmenistan,TKM,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Turks and Caicos Islands,TCA,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Tuvalu,TUV,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Türkiye,TUR,Middle East and North Africa,2028,4.427048121443373,-1.2556858178278913,9.86709349330668,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Uganda,UGA,Sub-Saharan Africa,2028,0.9425905600021252,-0.32607958518172114,2.3569857729415657,country,saved/country_Uganda.pkl
Ukraine,UKR,Europe and Central Asia,2028,3.6739515201832407,-0.4889124495524066,7.534428507706359,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Arab Emirates,ARE,Middle East and North Africa,2028,,,,no_model_insufficient_data,
United Kingdom of Great Britain and Northern Ireland,GBR,Europe and Central Asia,2028,3.6739515201832407,-0.5974114025609836,7.4928481723569815,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Republic of Tanzania,TZA,Sub-Saharan Africa,2028,0.4201596831506518,-0.3677551855410066,1.1786594761645885,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
United States Virgin Islands,VIR,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
United States of America,USA,North America,2028,0.16890156478798773,-0.015631083016541817,0.33452159293432154,country,saved/country_United_States_of_America.pkl
Uruguay,URY,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Uzbekistan,UZB,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Vanuatu,VUT,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Venezuela (Bolivarian Republic of),VEN,Latin America and Caribbean,2028,-1.8722144014569928,-11.924613866459664,7.40953995763755,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Viet Nam,VNM,East Asia and Pacific,2028,0.052402637923380374,-0.16048487691750568,0.2618640478161025,country,saved/country_Viet_Nam.pkl
Yemen,YEM,Middle East and North Africa,2028,4.427048121443373,-1.302229620159188,10.158005774558113,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Zambia,ZMB,Sub-Saharan Africa,2028,0.4201596831506518,-0.3841862890149198,1.215664404190738,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Zimbabwe,ZWE,Sub-Saharan Africa,2028,0.4201596831506518,-0.3639518617491714,1.1619272063774253,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Afghanistan,AFG,South Asia,2029,2.7846010996805672,-1.8719777496092642,6.977138434362802,country,saved/country_Afghanistan.pkl
Albania,ALB,Europe and Central Asia,2029,,,,no_model_insufficient_data,
Algeria,DZA,Middle East and North Africa,2029,4.62565648518448,-1.3048260120382738,10.080039438331092,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
American Samoa,ASM,East Asia and Pacific,2029,,,,no_model_insufficient_data,
Angola,AGO,Sub-Saharan Africa,2029,0.3986871127778867,-0.3966449690797701,1.1266999529060795,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Antigua and Barbuda,ATG,Latin America and Caribbean,2029,,,,no_model_insufficient_data,
Argentina,ARG,Latin America and Caribbean,2029,-2.2012831806313793,-11.313595413654278,7.60119550421663,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Armenia,ARM,Middle East and North Africa,2029,,,,no_model_insufficient_data,
Australia,AUS,East Asia and Pacific,2029,-0.10235866215795668,-0.6909089916802312,0.4630363824269921,country,saved/country_Australia.pkl
Austria,AUT,Europe and Central Asia,2029,3.786045117653153,-0.32003115278912814,8.484631064840041,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Azerbaijan,AZE,Middle East and North Africa,2029,,,,no_model_insufficient_data,
Bahamas,BHS,Latin America and Caribbean,2029,,,,no_model_insufficient_data,
Bangladesh,BGD,South Asia,2029,-0.13041236957725885,-1.0846468751763494,0.7419079385399722,country,saved/country_Bangladesh.pkl
Barbados,BRB,Latin America and Caribbean,2029,,,,no_model_insufficient_data,
Belarus,BLR,Europe and Central Asia,2029,,,,no_model_insufficient_data,
Belgium,BEL,Europe and Central Asia,2029,3.786045117653153,-0.39994577857765623,7.825385100689978,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Belize,BLZ,Latin America and Caribbean,2029,,,,no_model_insufficient_data,
Benin,BEN,Sub-Saharan Africa,2029,0.3986871127778867,-0.4091893025236784,1.1981187959311508,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Bermuda,BMU,North America,2029,,,,no_model_insufficient_data,
Bhutan,BTN,South Asia,2029,,,,no_model_insufficient_data,
Bolivia (Plurinational State of),BOL,Latin America and Caribbean,2029,-2.2012831806313793,-12.180666092200466,8.04498707606137,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Bosnia and Herzegovina,BIH,Europe and Central Asia,2029,,,,no_model_insufficient_data,
Botswana,BWA,Sub-Saharan Africa,2029,,,,no_model_insufficient_data,
Brazil,BRA,Latin America and Caribbean,2029,0.1089128023113378,-0.02914401512137266,0.24155810128942667,country,saved/country_Brazil.pkl
British Virgin Islands,VGB,Latin America and Caribbean,2029,,,,no_model_insufficient_data,
Bulgaria,BGR,Europe and Central Asia,2029,3.786045117653153,-0.5471295163115021,8.009701155023954,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Burkina Faso,BFA,Sub-Saharan Africa,2029,0.3986871127778867,-0.38261397413262604,1.2341160819884112,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
